Code,smlmitzrach,shmmitzrach,makor,edible,psolet,ahuz_ibud_nozlim,protein,total_fat,carbohydrates,food_energy,alcohol,moisture,total_dietary_fiber,calcium,iron,magnesium,phosphorus,potassium,sodium,zinc,copper,vitamin_a_iu,carotene,vitamin_e,vitamin_c,thiamin,riboflavin,niacin,vitamin_b6,folate,folate_dfe,vitamin_b12,cholesterol,saturated_fat,butyric,caproic,caprylic,capric,lauric,myristic,palmitic,stearic,oleic,linoleic,linolenic,arachidonic,docosahexanoic,palmitoleic,parinaric,gadoleic,eicosapentaenoic,erucic,docosapentaenoic,mono_unsaturated_fat,poly_unsaturated_fat,vitamin_d,total_sugars,trans_fatty_acids,vitamin_a_re,isoleucine,leucine,valine,lysine,threonine,methionine,phenylalanine,tryptophan,histidine,tyrosine,arginine,cystine,serine,vitamin_k,pantothenic_acid,iodine,selenium,sugar_alcohols,choline,biotin,manganese,fructose,tarich_ptiha,tarich_idkun,shmmitzrach,תרומה לשומן בטני
1378,27140038,"קציצות בשר עוף, ברוטב עגבניות מרסק עגבניות ללא שמן",4,0,0.1,13,12.5,3.6,9,122,0,71.6,1.3,26.3,1.14,29.4,137.2,365.5,470.3,0.78,0.16,77.5,278,1.4,6.3,0.16,0.11,3.27,0.31,22.3,0,0.15,54.9,1.02,0,0,0,0.008,0.007,0.042,0.852,0.381,1.347,0.545,0.037,0.038,0.01,0.128,0,0.024,0.002,0,0.005,1.51,0.65,0.19,2.9,0,34.8,0.599,0.957,0.622,1.033,0.526,0.303,0.516,0.153,0.399,0.425,0.794,0.156,0.504,19.93,0.81,0,13.3,0,59.6,0,0.2,0.2,0,0,"קציצות בשר עוף, ברוטב עגבניות מרסק עגבניות ללא שמן",מותר
1382,27140078,"קציצות בשר הודו ועוף, מבושלות ברוטב עגבניות ורסק ללא שמן",4,0,0,13,13.6,3.3,9.3,125,0,70.4,1.4,28,1.22,29.8,139.6,344.2,529.3,1.01,0.17,0,294,1.3,6.6,0.16,0.11,3.63,0.3,23.1,0,0.27,54.9,0.99,0,0,0,0.004,0.007,0.041,0.816,0.378,1.286,0.558,0.038,0.036,0.009,0.116,0,0.022,0.003,0,0.005,1.43,0.66,0.26,3,0,35,0.298,0.452,0.307,0.446,0.253,0.144,0.27,0.077,0.172,0.206,0.381,0.092,0.273,21.7,0.42,0,14.8,0,57.9,0,0.2,0.3,0,0,"קציצות בשר הודו ועוף, מבושלות ברוטב עגבניות ורסק ללא שמן",מותר
1384,27140098,"קציצות בשר עוף, מבושלות, ללא רוטב",4,0,0.1,13,17.7,5.1,8,154,0,66,1.2,24.4,1.01,32.2,180.6,308.9,532.1,0.99,0.16,95.5,72,0.4,3.7,0.11,0.13,4.16,0.4,29,0,0.22,80.9,1.5,0,0,0,0.011,0.011,0.061,1.222,0.555,1.96,0.743,0.051,0.056,0.014,0.187,0,0.035,0.004,0,0.008,2.19,0.9,0.27,1.1,0,22.1,0.866,1.387,0.899,1.496,0.753,0.442,0.737,0.219,0.576,0.615,1.139,0.222,0.722,25.04,1.15,0,18.3,0,79,0,0.2,0.2,0,0,"קציצות בשר עוף, מבושלות, ללא רוטב",מותר
1385,27140108,"קציצות בשר עוף, מטוגנות, ללא שמן",4,0,0.1,13,17.3,5.1,8.5,154,0,65.8,1.3,24.1,0.98,25,138.6,225.9,471.2,0.99,0.15,121.2,77,0.4,3.8,0.1,0.12,3.87,0.37,29.1,0,0.22,81.7,1.48,0,0,0,0.011,0.01,0.059,1.203,0.544,1.928,0.736,0.05,0.056,0.014,0.183,0,0.034,0.004,0,0.008,2.16,0.89,0.28,1.1,0,22.9,0.847,1.357,0.881,1.458,0.736,0.432,0.724,0.215,0.561,0.602,1.114,0.219,0.712,26.79,1.14,0,18.3,0,79.3,0,0.2,0.3,0,0,"קציצות בשר עוף, מטוגנות, ללא שמן",מותר
1390,27146418,"בשר עוף, שיפודי פרגיות עם בצל ושמן סויה",4,0,0,12,17.6,17,1.2,233,0,61.9,0.3,13.7,0.79,15.7,114.6,165.2,479.5,1.25,0.05,104.6,0,0.5,2.3,0.05,0.07,4.15,0.26,7.2,0,0.22,70.1,4.49,0,0,0,0,0.019,0.113,3.252,0.942,5.486,4.169,0.328,0.075,0.028,0.775,0,0.147,0.009,0,0.009,6.49,4.69,0,0.7,0,27.5,0.866,1.265,0.846,1.416,0.72,0.461,0.678,0.196,0.511,0.56,1.109,0.233,0.617,5.39,0.87,0,0.1,0,56.8,0,0,0.2,0,0,"בשר עוף, שיפודי פרגיות עם בצל ושמן סויה",מותר
1391,27146428,"בשר עוף, שיפודי פרגיות עם שמן סויה",4,0,0,12,20.4,19.4,0,261,0,58.2,0,11.6,0.89,16.5,129.2,166.1,520.4,1.44,0.05,123,0,0.6,1.4,0.05,0.08,4.86,0.29,4.9,0,0.26,82.4,5.18,0,0,0,0,0.022,0.132,3.759,1.082,6.323,4.619,0.348,0.088,0.033,0.912,0,0.171,0.011,0,0.011,7.5,5.2,0,0,0,32.3,1.015,1.483,0.991,1.658,0.842,0.542,0.792,0.227,0.598,0.656,1.284,0.274,0.722,5.25,1,0,0,0,65.6,0,0,0,0,0,"בשר עוף, שיפודי פרגיות עם שמן סויה",מותר
1392,27148029,"בשר עוף, חזה, במילוי בשר, עוף העמק",2,0,0,0,16.2,5,11.1,154,0,65.9,0.8,26.4,1.09,44,201.9,337.8,491,1.17,0.18,14.9,1,1.1,4.5,0.1,0.09,7.91,0.47,16,0,0.25,49,1.5,0,0,0,0,0,0.007,0.345,0.15,1.259,2.114,0.019,0.026,0.013,0.021,0,0.048,0,0,0.007,1.34,2.24,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בשר עוף, חזה, במילוי בשר, עוף העמק",מותר
1393,27148038,"בשר עוף, חזה, מבושל עם בצל מטוגן בשמן סויה ועגבניות",4,0,0,26,19.8,3.2,2.1,123,0,72.2,0.7,11.2,0.42,23.7,159.7,342.5,441,0.67,0.06,17.2,169,0.8,6.1,0.08,0.1,5.61,0.57,13.7,0,0.14,62.8,0.64,0,0,0,0.015,0.003,0.01,0.441,0.153,0.717,0.751,0.072,0.041,0.003,0.072,0,0.011,0.003,0,0.005,0.8,0.9,0,1.6,0.01,20,0.958,1.613,1.011,1.875,0.881,0.506,0.794,0.247,0.729,0.704,1.329,0.207,0.751,4.95,1.34,0,19.7,0,74,0,0.1,0.7,0,0,"בשר עוף, חזה, מבושל עם בצל מטוגן בשמן סויה ועגבניות",מותר
1394,27150108,"בשר עוף, מבושל עם בצל מטוגן בשמן קנולה, עגבניה וגמבה",4,0,0,10,18.5,10.4,2.2,180,0,66.5,0.4,16.2,1.19,19.4,125.2,215.3,616.2,1.82,0.08,0,233,0.6,25.3,0.07,0.15,3.9,0.21,9.1,0,0.21,75.3,2.77,0,0,0.001,0,0.015,0.07,2.043,0.563,3.48,1.979,0.121,0.082,0.023,0.574,0,0.082,0.006,0,0.013,4.18,2.29,0.08,1.4,0,52.5,0.002,0.004,0.003,0.004,0.003,0.001,0.003,0.001,0.002,0.002,0.006,0.001,0.003,4.17,0.01,0,15.9,0,47.6,0,0,0.2,0,0,"בשר עוף, מבושל עם בצל מטוגן בשמן קנולה, עגבניה וגמבה",מותר
1395,27150118,"בשר עוף, מבושל ביין ודבש, ללא תוספת שומן בבישול",4,0,0,10,21.8,11.8,2.4,218,1.5,61.9,0,12.7,1.19,20.4,143.1,197.8,583.9,2.14,0.06,0,0,0.2,0,0.06,0.17,4.47,0.2,5.8,0,0.23,90.3,3.24,0,0,0.001,0,0.018,0.084,2.409,0.652,3.897,2.216,0.103,0.099,0.027,0.687,0,0.093,0.008,0,0.016,4.73,2.54,0.09,2.1,0,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,18.8,0,55,0,0,1,0,0,"בשר עוף, מבושל ביין ודבש, ללא תוספת שומן בבישול",אסור
1398,27150148,"אליצ'ה עוף אתיופי, עם שמן קנולה",4,0,0,10,10.6,13.5,1.6,176,0.4,72,0.2,19.6,0.62,13.1,115.4,148.3,405.4,0.86,0.03,150.7,3,0.9,1.6,0.06,0.18,2.18,0.21,13.8,0,0.53,127.4,3.08,0,0,0.001,0.002,0.004,0.051,2.297,0.649,5.669,2.359,0.401,0.081,0.012,0.53,0.001,0.089,0.003,0.002,0.005,6.31,2.9,0.53,0.9,0,43.5,0.492,0.851,0.526,0.876,0.477,0.29,0.444,0.113,0.283,0.383,0.717,0.15,0.522,3.57,0.42,0,15.6,0,86.8,0,0,0.2,0,0,"אליצ'ה עוף אתיופי, עם שמן קנולה",מותר
1399,27150158,"בשר עוף, חזה, אפוי עם ירקות, קטשופ ושמן סויה",4,0,0,10,15.4,4.5,4.2,124,0,73.2,0.6,11.9,0.36,23.2,153.5,296.3,434.4,0.53,0.05,14.1,76,0.8,6.8,0.06,0.1,4.32,0.48,12,0,0.11,48.6,0.81,0,0,0,0.011,0.003,0.009,0.554,0.206,1,1.583,0.192,0.032,0.003,0.055,0,0.013,0.002,0,0.004,1.07,1.83,0,2.9,0,11.7,0.741,1.249,0.784,1.454,0.681,0.39,0.615,0.193,0.564,0.544,1.047,0.159,0.581,5.51,1.05,0,15.3,0,57.6,0,0.1,1.1,0,0,"בשר עוף, חזה, אפוי עם ירקות, קטשופ ושמן סויה",מותר
1400,27150168,"בשר עוף, ממולא, אורז ועשבי תיבול ושמן סויה",4,0,0,11,10,8.4,18.5,195,0,60.7,0.3,17.1,0.73,15.2,83,110.3,273.8,1.04,0.08,49.6,35,0.4,1,0.04,0.07,2.3,0.11,5.5,0,0.09,35.5,1.98,0,0,0,0,0.009,0.041,1.446,0.426,2.502,2.477,0.246,0.04,0.011,0.315,0,0.051,0.003,0,0.006,2.89,2.81,0.07,0,0,22.9,0.074,0.139,0.103,0.062,0.06,0.039,0.089,0.019,0.04,0.056,0.14,0.034,0.089,9.12,0.25,0,10.9,0,22,0,0.3,0,0,0,"בשר עוף, ממולא, אורז ועשבי תיבול ושמן סויה",מותר
1401,27150178,"בשר עוף, מבושל עם גזר כרוב סלרי ושמן קנולה",4,0,0,10,14.9,10.4,1.9,167,0,69.7,1.1,24.4,0.84,14.8,87.4,205.9,458.7,1.49,0.05,0,1284,0.8,8.6,0.05,0.08,2.14,0.15,17.2,0,0.11,59.7,2.35,0,0,0.001,0,0.012,0.055,1.716,0.484,4.123,1.967,0.296,0.065,0.018,0.46,0,0.094,0.005,0,0.011,4.71,2.41,0.06,1.6,0,138.5,0.02,0.028,0.022,0.028,0.04,0.006,0.018,0.005,0.012,0.012,0.032,0.016,0.022,24.76,0.11,0,12.5,0,40.1,0,0.1,0.4,0,0,"בשר עוף, מבושל עם גזר כרוב סלרי ושמן קנולה",מותר
1402,27150350,"דג סרדין, ברוטב עגבניות",1,0,0,0,20.9,10.4,0.4,185,0,66.9,0.1,240,2.3,34,366,341,414,1.4,0.27,0,26,1.4,1,0.04,0.23,4.2,0.12,24,0,9,61,2.68,0,0,0,0,0,0.702,1.738,0.244,1.85,0.123,0.235,0.297,0.864,0.633,0,0.71,0.532,1.624,0.061,4.82,2.11,4.8,0.4,0,34,0.795,1.358,0.926,1.4,0.795,0.476,0.793,0.157,0.68,0.625,1.049,0.139,0.727,0.4,0.73,0,40.6,0,76,0,0.2,0.2,0,0,"דג סרדין, ברוטב עגבניות",מותר
1403,27160109,"קציצות בשר בקר, מבושלות ברוטב עגבניות, שגב ",2,0,0,0,9,6,6,122,0,77,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קציצות בשר בקר, מבושלות ברוטב עגבניות, שגב ",מותר
1404,27160209,"קבב מזרחי ברוטב בצל, שופרסל",3,0,0,0,12.8,10.8,6.6,175,0,68.1,0.7,33.6,3.14,42.2,202.6,280.2,441,7.17,0.22,56.7,17,0,0,0.22,0.18,3.32,0.23,14.7,0,2.47,24.2,3.99,0,0,0.002,0.008,0.009,0.259,2.224,1.136,4.254,0.298,0.055,0.025,0,0.521,0,0.028,0.003,0.001,0,4.91,0.4,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/01/2021 14:19:54:563,"קבב מזרחי ברוטב בצל, שופרסל",מותר
1405,27200018,"קציצות בשר בקר, ותפוחי אדמה מטוגנות, ללא שמן",4,0,0,13,11.1,6.6,11.5,153,0,67.2,1.6,21.7,1.74,22,101.3,245.6,413.1,2.76,0.11,13.9,66,0.1,7.7,0.11,0.13,1.94,0.26,20.9,0,1.19,51.6,2.43,0,0,0,0.006,0.007,0.153,1.415,0.696,2.51,0.241,0.03,0.033,0.006,0.271,0,0.014,0.001,0.001,0.002,2.88,0.4,0.15,1.1,0,16.1,0.259,0.416,0.34,0.486,0.254,0.161,0.281,0.052,0.192,0.207,0.418,0.086,0.305,21.61,0.38,0,7.7,0,26.7,0,0.1,0.3,0,0,"קציצות בשר בקר, ותפוחי אדמה מטוגנות, ללא שמן",מותר
1407,27200038,"קציצות בשר בקר והודו, אפויות, ללא שמן",4,0,0,10,17.1,4.9,7.3,147,0,67.8,0.8,19.5,1.26,21.2,134.6,199.7,500.3,2,0.07,2.4,72,0.1,3.1,0.08,0.16,3.86,0.35,22.2,0,0.76,79.7,1.87,0,0,0,0.006,0.005,0.108,1.103,0.537,1.762,0.212,0.024,0.038,0.005,0.179,0,0.007,0,0,0.001,2.02,0.4,0.19,1,0,17.4,0.571,1.133,0.691,1.349,0.635,0.436,0.626,0.156,0.484,0.521,1.021,0.187,0.725,24.82,0.67,0,18.2,0,51.4,0,0.1,0.2,0,0,"קציצות בשר בקר והודו, אפויות, ללא שמן",מותר
1411,27200078,"קציצות בשר בקר, אפויות, עם תפו""א, ללא תוספת שמן",4,0,0,13,7.8,4.3,14.9,135,0,69.3,1.7,17.8,1.17,25.1,98,317.2,502.9,1.89,0.15,65.6,42,0.1,6,0.12,0.09,2.05,0.28,16.1,0,0.82,33.4,1.59,0,0,0,0.005,0.006,0.099,0.922,0.452,1.624,0.169,0.024,0.021,0.004,0.176,0,0.009,0,0.001,0.001,1.86,0.28,0.09,1,0,10.2,0.156,0.252,0.202,0.296,0.153,0.099,0.168,0.03,0.118,0.126,0.253,0.052,0.185,14.19,0.2,0,5.1,0,22.7,0,0.1,0.1,0,0,"קציצות בשר בקר, אפויות, עם תפו""א, ללא תוספת שמן",מותר
1413,27200098,"קציצות בשר בקר, אפויות, ללא שמן",4,0,0.1,13,13.7,8.6,9,173,0,65.4,1.3,26.1,1.99,25.1,136.2,220.3,647,3.5,0.11,132.3,83,0.1,3.4,0.13,0.16,2.4,0.24,22,0,1.62,67.4,3.17,0,0,0,0.008,0.008,0.199,1.842,0.907,3.276,0.304,0.036,0.043,0.008,0.354,0,0.018,0.001,0.001,0.003,3.76,0.51,0.19,1.1,0,20.5,0.315,0.508,0.408,0.597,0.308,0.199,0.339,0.06,0.238,0.254,0.51,0.104,0.372,26.17,0.4,0,10,0,30.6,0,0.1,0.3,0,0,"קציצות בשר בקר, אפויות, ללא שמן",מותר
1414,27200108,"קציצות בשר בקר, מטוגנות, ללא שמן",4,0,0.1,13,13.7,8.6,9,173,0,65.4,1.3,24,1.99,20.5,112.2,172.4,537,3.5,0.11,131.2,82,0.1,3.4,0.11,0.15,2.17,0.23,21.6,0,1.56,67.4,3.17,0,0,0,0.008,0.008,0.199,1.842,0.907,3.276,0.304,0.036,0.043,0.008,0.354,0,0.018,0.001,0.001,0.003,3.76,0.51,0.19,1.1,0,20.7,0.315,0.508,0.408,0.597,0.308,0.199,0.339,0.06,0.238,0.254,0.51,0.104,0.372,26.17,0.4,0,10,0,30.6,0,0.1,0.3,0,0,"קציצות בשר בקר, מטוגנות, ללא שמן",מותר
1419,27213108,"בשר בקר מבושל עם אורז, רוטב עגבניות ושמן סויה",4,0,0,15,10,6.8,10.2,145,0,70.3,0.7,14.5,1.06,15.6,100.5,208.4,316.7,2.36,0.07,4.6,192,0.5,11.5,0.04,0.08,2.26,0.25,9,0,0.56,21.2,2.16,0,0,0,0,0,0.129,1.235,0.677,2.493,1.306,0.138,0.021,0,0.179,0,0.01,0,0,0.001,2.76,1.47,0.05,1.1,0.24,18.8,0.419,0.79,0.458,0.817,0.429,0.273,0.391,0.111,0.312,0.338,0.666,0.113,0.394,6.14,0.45,0,11.3,0,31.2,0,0.2,0.5,0,0,"בשר בקר מבושל עם אורז, רוטב עגבניות ושמן סויה",מותר
1422,27214109,"המבורגר קריספי צ'יקן קטן, בלחמניה, מקדונלדס",2,0,0,0,11.5,7.4,24.7,206,0,47.6,1.6,76.7,1.81,21.5,128.9,181.4,370,1.23,0.09,63.1,0,0,0.3,0.29,0.25,5.7,0.23,21.1,0,0.18,14,0.8,0,0,0,0,0.01,0.046,1.609,0.743,3.845,2.91,0.24,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"המבורגר קריספי צ'יקן קטן, בלחמניה, מקדונלדס",אסור
1423,27214129,"בשר עוף, חטיפים, מקנאגטס/צ'יקן מיקס, מקדונלדס",2,0,0,0,17.2,11,14,215,0,54.8,1,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/07/2018 10:43:01:693,"בשר עוף, חטיפים, מקנאגטס/צ'יקן מיקס, מקדונלדס",מותר
1424,27215109,"המבורגר מק דג רויאל, בלחמניה, מקדונלדס",2,0,0,0,8,7,21,183,0,52.2,2,50.5,1.57,20,127.6,204.6,295,0.6,0.12,49.3,0,0,1.7,0.2,0.13,2.02,0.07,50.6,0,0.64,19,1,0,0,0,0.049,0.03,0.125,1.365,0.798,3.075,3.445,0.285,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/10/2018 15:29:22:55,"המבורגר מק דג רויאל, בלחמניה, מקדונלדס",אסור
1425,27234008,"בשר כבש ועוף, מחמר, מסחאן של הגליל",4,0,0,38.3,24.2,20.8,27.5,398,0,22.6,2.9,28.8,1.9,38.2,221.9,323.1,550.8,3.24,0.19,0,1,1.2,1.1,0.14,0.21,5.49,0.25,24.9,0,1.21,87.9,5.73,0,0,0.001,0.021,0.035,0.329,3.417,1.464,9.049,3.164,0.201,0.067,0.002,0.587,0.001,0.07,0.002,0.001,0.004,9.8,3.5,0.12,1.9,0,7.6,0.138,0.269,0.162,0.098,0.107,0.069,0.189,0.045,0.088,0.121,0.228,0.082,0.199,8.31,0.19,0,33.2,0,74,0,0.6,0,0,22/02/2022 12:19:39:387,"בשר כבש ועוף, מחמר, מסחאן של הגליל",מותר
1430,27240048,"קבב, מבשר הודו, ללא תוספת שמן",4,0,0,15,14.3,18.7,1.7,234,0,62.8,0.4,19.2,0.9,13.8,107.3,135.3,343.3,1.73,0.08,128.9,90,0.2,3.9,0.03,0.07,2.45,0.33,10.2,0,0.54,178.9,5.06,0.007,0,0.003,0.009,0.024,0.165,3.313,1.335,5.734,4.722,0.265,0.239,0.02,0.562,0.003,0.065,0.015,0.003,0.024,6.44,5.39,0.98,0.9,0.25,9.6,0.633,1.167,0.657,1.266,0.649,0.414,0.554,0.163,0.419,0.501,1.043,0.15,0.603,30.76,0.74,0,15.7,0,37.8,0,0,0.3,0,12/04/2020 17:20:22:357,"קבב, מבשר הודו, ללא תוספת שמן",מותר
1431,27240058,"קציצות בשר הודו ועוף, מטוגנות, ללא תוספת שומן בבישול",4,0,0,13,18.5,4.3,8,150,0,66,1.2,27.1,1.11,27,150.3,229,476.6,1.24,0.16,2.5,75,0.2,3.7,0.1,0.11,4.33,0.38,27.8,0,0.34,76.6,1.36,0,0,0,0.005,0.009,0.057,1.097,0.519,1.768,0.65,0.048,0.041,0.013,0.158,0,0.031,0.003,0,0.006,1.97,0.78,0.29,1.1,0,20.8,0.711,1.327,0.752,1.445,0.708,0.465,0.693,0.211,0.509,0.584,1.089,0.221,0.767,26.24,0.88,0,18.6,0,71.7,0,0.2,0.2,0,0,"קציצות בשר הודו ועוף, מטוגנות, ללא תוספת שומן בבישול",מותר
1434,27240088,"קציצות בשר הודו, עם תפוחי אדמה, מטוגנות, בשמן קנולה",4,0,0,13,14.4,10.7,9.6,195,0,61.7,1.6,29.4,1.14,28,131,265.6,396.5,1.2,0.16,9,66,1.4,6.1,0.09,0.1,3.12,0.35,28,0,0.48,60,1.58,0,0,0,0.005,0.009,0.054,1.287,0.619,6.132,1.972,0.721,0.025,0.005,0.147,0,0.126,0,0,0.001,6.41,2.73,0.29,1,0,15.5,0.475,1.03,0.54,1.117,0.54,0.353,0.534,0.126,0.384,0.45,0.859,0.166,0.643,27.06,0.72,0,15.4,0,58.5,0,0.2,0.2,0,0,"קציצות בשר הודו, עם תפוחי אדמה, מטוגנות, בשמן קנולה",מותר
1435,27240098,"קציצות בשר הודו, מבושלות, עם רוטב עגבניות מרסק ללא שמן",4,0,0.1,13,13.1,3.1,9,120,0,71.3,1.5,29.9,1.36,32.6,142.1,367.4,496.7,1.13,0.22,80.3,279,1.2,5.9,0.16,0.12,3.27,0.32,24.7,0,0.46,52,0.92,0,0,0,0.005,0.008,0.049,0.884,0.421,1.425,0.541,0.043,0.021,0.004,0.118,0,0.026,0,0,0.001,1.58,0.62,0.25,2.9,0,31.4,0.424,0.922,0.477,1.005,0.489,0.314,0.479,0.113,0.347,0.403,0.775,0.149,0.576,19.62,0.62,0,14.4,0,55,0,0.2,0.2,0,09/04/2018 14:02:04:857,"קציצות בשר הודו, מבושלות, עם רוטב עגבניות מרסק ללא שמן",מותר
1436,27240108,"קציצות בשר הודו ועוף, מבושלות, ללא רוטב",4,0,0,13,18.5,4.3,8,150,0,66,1.2,26,1.12,29.2,166.5,253.4,501,1.24,0.17,2.7,75,0.2,3.7,0.1,0.11,4.53,0.4,28,0,0.36,76.6,1.36,0,0,0,0.005,0.009,0.057,1.097,0.519,1.768,0.65,0.048,0.041,0.013,0.158,0,0.031,0.003,0,0.006,1.97,0.78,0.29,1.1,0,20.8,0.711,1.327,0.752,1.445,0.708,0.465,0.693,0.211,0.509,0.584,1.089,0.221,0.767,26.24,0.88,0,18.6,0,71.7,0,0.2,0.2,0,0,"קציצות בשר הודו ועוף, מבושלות, ללא רוטב",מותר
1438,27240128,"קציצות בשר הודו, מבושלות, ללא רוטב",4,0,0.1,13,18.5,4.3,8,150,0,65.6,1.5,29.8,1.34,37,187.8,311.8,571,1.51,0.25,118.3,72,0.2,3.2,0.1,0.14,4.16,0.41,32.2,0,0.68,76.6,1.36,0,0,0,0.007,0.011,0.071,1.269,0.613,2.076,0.736,0.06,0.031,0.006,0.172,0,0.038,0,0,0.002,2.3,0.85,0.36,1.1,0,17.7,0.609,1.336,0.685,1.456,0.698,0.459,0.682,0.16,0.499,0.582,1.111,0.212,0.827,24.59,0.87,0,20,0,72.2,0,0.3,0.2,0,0,"קציצות בשר הודו, מבושלות, ללא רוטב",מותר
1439,27240138,"קציצות בשר הודו, מטוגנות, ללא שמן",4,0,0.1,13,18.1,4.3,8.5,150,0,65.5,1.6,27.7,1.3,26.6,141.7,199.4,496.6,1.49,0.23,124.9,77,0.2,3.4,0.09,0.13,3,0.38,32.1,0,0.62,77.5,1.34,0,0,0,0.007,0.011,0.069,1.249,0.6,2.039,0.729,0.058,0.032,0.006,0.169,0,0.037,0,0,0.002,2.26,0.84,0.37,1.1,0,19,0.599,1.308,0.674,1.418,0.683,0.448,0.671,0.157,0.488,0.57,1.087,0.209,0.813,26.35,0.87,0,19.8,0,72.8,0,0.3,0.3,0,0,"קציצות בשר הודו, מטוגנות, ללא שמן",מותר
1442,27241028,"בשר עוף, מבושל, עם תפו""א ושמן סויה",4,0,0,10,10.7,4.3,6.8,111,0,75.3,0.9,12.9,0.66,18.3,96.8,258.4,386.3,1.03,0.07,0.6,0,0.3,7.2,0.07,0.07,2.24,0.27,8.5,0,0.22,46.8,0.86,0.001,0,0.001,0,0.004,0.011,0.612,0.221,1.084,1.447,0.162,0.05,0.007,0.109,0.001,0.011,0.002,0,0.006,1.21,1.7,0,0.6,0,6.5,0.501,0.865,0.518,0.959,0.486,0.292,0.424,0.12,0.309,0.384,0.722,0.125,0.432,5.92,0.72,0,11,0,29.8,0,0.1,0.2,0,0,"בשר עוף, מבושל, עם תפו""א ושמן סויה",מותר
1451,27243628,"בשר הודו, חזה ממולא עם אורז, צנוברים ושמן סויה",4,0,0,10,21.4,10.3,6.6,209,0,59.2,0.4,11.2,1.07,43.9,218.1,252.6,357.9,1.63,0.17,5.6,1,1.1,0.1,0.05,0.1,6.19,0.56,7.9,0,0.42,50,1.29,0,0,0,0.002,0.001,0.002,0.811,0.347,2.485,4.951,0.346,0.009,0.001,0.009,0,0.07,0,0,0.001,2.57,5.37,0.03,0.3,0,0.1,0.633,1.495,0.718,1.695,0.767,0.551,0.71,0.221,0.576,0.646,1.342,0.221,0.878,12.8,0.74,0,20.8,0,55.6,0,0.7,0,0,0,"בשר הודו, חזה ממולא עם אורז, צנוברים ושמן סויה",מותר
1452,27243638,"בשר הודו מבושל עם בצל, גזר, קישוא ושמן סויה",4,0,0,10,14.4,2.7,2.3,99,0.4,77.8,0.8,17.3,0.59,23.3,134.1,259.8,357.4,0.87,0.06,3.9,1160,0.3,5.1,0.04,0.09,4.3,0.45,12,0,0.29,35,0.49,0,0,0,0.004,0.001,0.002,0.295,0.123,0.567,1.22,0.169,0.006,0.001,0.006,0,0.006,0,0,0.001,0.58,1.4,0.02,1.6,0,110.3,0.42,0.994,0.467,1.178,0.54,0.37,0.468,0.153,0.388,0.427,0.821,0.146,0.57,6.99,0.55,0,13.4,0,39.8,0,0.1,0.5,0,0,"בשר הודו מבושל עם בצל, גזר, קישוא ושמן סויה",מותר
1458,27341318,"בשר הודו, חזה, מוקפץ עם ירקות ושמן סויה בסגנון סיני ",4,0,0,5,11.3,5.5,4,116,0,76,1.2,24,0.68,17.5,83.6,182.2,437.2,0.7,0.06,2.7,1005,0.7,17.3,0.04,0.06,2.49,0.36,18.7,0,0.21,26.3,0.9,0,0,0,0.001,0,0.001,0.583,0.243,1.195,2.658,0.357,0.005,0,0.004,0,0.012,0,0,0,1.21,3.02,0.02,2,0,94.6,0.33,0.771,0.369,0.904,0.424,0.283,0.373,0.121,0.301,0.33,0.651,0.117,0.453,26.82,0.46,0,10.3,0,32.1,0,0.2,0.6,0,0,"בשר הודו, חזה, מוקפץ עם ירקות ושמן סויה בסגנון סיני ",מותר
1459,27341338,בשר הודו מטוגן עם תפוחי אדמה ובצל בשמן קנולה,4,0,0,29,12.9,21.1,5.9,265,0,57.4,0.8,21,0.9,21.3,140.6,237.5,474.4,1.56,0.09,118.2,55,1.1,4.6,0.06,0.08,3.16,0.34,13.6,0,0.49,154.1,4.74,0.006,0,0.002,0.008,0.021,0.142,3.067,1.251,7.926,4.999,0.671,0.206,0.017,0.497,0.002,0.12,0.013,0.002,0.021,8.61,6.02,0.84,1.1,0.22,7.3,0.563,1.036,0.59,1.112,0.576,0.365,0.5,0.146,0.372,0.446,0.922,0.138,0.542,16.33,0.71,0,14.5,0,34.4,0,0.1,0.3,0,0,בשר הודו מטוגן עם תפוחי אדמה ובצל בשמן קנולה,מותר
