Code,smlmitzrach,shmmitzrach,makor,edible,psolet,ahuz_ibud_nozlim,protein,total_fat,carbohydrates,food_energy,alcohol,moisture,total_dietary_fiber,calcium,iron,magnesium,phosphorus,potassium,sodium,zinc,copper,vitamin_a_iu,carotene,vitamin_e,vitamin_c,thiamin,riboflavin,niacin,vitamin_b6,folate,folate_dfe,vitamin_b12,cholesterol,saturated_fat,butyric,caproic,caprylic,capric,lauric,myristic,palmitic,stearic,oleic,linoleic,linolenic,arachidonic,docosahexanoic,palmitoleic,parinaric,gadoleic,eicosapentaenoic,erucic,docosapentaenoic,mono_unsaturated_fat,poly_unsaturated_fat,vitamin_d,total_sugars,trans_fatty_acids,vitamin_a_re,isoleucine,leucine,valine,lysine,threonine,methionine,phenylalanine,tryptophan,histidine,tyrosine,arginine,cystine,serine,vitamin_k,pantothenic_acid,iodine,selenium,sugar_alcohols,choline,biotin,manganese,fructose,tarich_ptiha,tarich_idkun,shmmitzrach,תרומה לשומן בטני
8613,11511339,"משקה חלב, 1.5% שומן, מילקשייק שוקו, SHOCK, תנובה",3,0,0,0,3.6,1.5,5,48,0,87.9,0.3,65,0.15,7.3,57.7,95.3,55,0.23,0.04,294,3,0,0.5,0.02,0.09,0.07,0.02,2.8,0,0.18,6,1.2,0.036,0.021,0.012,0.029,0.032,0.113,0.392,0.264,0.407,0.036,0.017,0,0,0.027,0,0,0,0,0,0.45,0.05,1.65,4.1,0,0,0.187,0.341,0.236,0.301,0.153,0.094,0.187,0,0.109,0.182,0.103,0.022,0.217,0.15,0.17,0,1.1,0,9.5,0,0,0,0,0,"משקה חלב, 1.5% שומן, מילקשייק שוקו, SHOCK, תנובה",מותר
8614,11411609,"יוגורט, 5% שומן,תאומים תות, תנובה",3,0,0,0,7,5,17,141,0,69,0,172.9,0.07,16.4,136.1,221,30,0.84,0.08,212.8,0,0,0.7,0.04,0.2,0.11,0.05,10.2,0,0.53,15,3,0.149,0.103,0.064,0.142,0.17,0.528,1.362,0.486,1.142,0.099,0.043,0,0,0.11,0,0,0,0,0,1.37,0.14,0,17,0,0,0.382,0.706,0.579,0.628,0.288,0.206,0.382,0,0.173,0.353,0.21,0.063,0.434,0,0.56,0,3.2,0,0,0,0.1,0,0,02/02/2022 11:18:08:01,"יוגורט, 5% שומן,תאומים תות, תנובה",מותר
8615,12120129,"שמנת לבישול 10% שומן, השף הלבן",3,0,0,0,3,10,4.5,124,0,78.6,1.9,100,0.07,10.3,98.1,134.3,48,0.53,0.01,307.8,19,0.3,0.9,0.04,0.15,0.08,0.04,3.1,0,0.34,30,6,0.324,0.192,0.112,0.25,0.281,1.006,2.63,1.212,2.516,0.226,0.145,0,0,0.224,0,0,0,0,0,2.89,0.37,0.17,4.5,0,0,0.181,0.294,0.201,0.238,0.136,0.075,0.145,0,0.081,0.145,0.108,0.027,0.163,1.13,0.3,0,1.9,0,19.3,0,0,0,0,0,"שמנת לבישול 10% שומן, השף הלבן",מותר
8616,11111049,"חלב מלא /טבעי, 3.6% שומן, תנובה/שטראוס/יטבתה",3,0,0,0,3.3,3.6,5,67,0,86.1,0,100,0.03,10.4,87.7,137.8,41,0.39,0.03,179.4,8,0.1,0,0.05,0.18,0.09,0.04,5.2,0,0.47,12,2.3,0.083,0.083,0.083,0.083,0.085,0.329,0.918,0.404,0.899,0.133,0.083,0,0,0,0,0,0,0,0,0.9,0.22,1.44,5,0,0,0.171,0.313,0.216,0.277,0.14,0.087,0.171,0.046,0.1,0.167,0.094,0.02,0.199,0.33,0.39,0,3.9,0,14.9,0,0,0,0,0,"חלב מלא /טבעי, 3.6% שומן, תנובה/שטראוס/יטבתה",מותר
8618,23200229,"בשר עגל, וייסבראטן טרי, אדום אדום",3,0,0,0,21,1.3,0,96,0,75.7,0,12.5,2.02,20.3,209.4,360,380,5.22,0.08,1.6,0,0,0,0.08,0.16,4.72,0.55,2.9,0,2.19,41,0.54,0,0,0,0,0,0.033,0.295,0.192,0.611,0.069,0.001,0.013,0,0.047,0,0.001,0.001,0,0,0.68,0.08,0.03,0,0.07,0,0.92,1.738,0.971,1.889,0.951,0.612,0.819,0.241,0.693,0.744,1.412,0.223,0.825,0.41,0.64,0,22.8,0,66.7,0,0,0,0,09/02/2022 12:26:09:447,"בשר עגל, וייסבראטן טרי, אדום אדום",מותר
8620,23200239,"בשר עגל, חזה טרי, אדום-אדום",3,0,0,0,18.7,11,0,174,0,68.3,0,0,0,19.3,184.1,306.1,445,2.49,0,0,0,0,0,0,0,0,0,0,0,0,71,6.2,0,0,0,0,0.07,0.65,2.539,1.078,4.633,0.615,0.039,0.043,0,0.485,0,0.045,0,0,0,5.34,0.71,0,0,0,0,0.922,1.487,1.032,1.54,0.817,0.437,0.754,0.188,0.679,0.595,1.101,0.212,0.7,0,0,0,7.1,0,0,0,0,0,0,09/02/2022 12:26:31:323,"בשר עגל, חזה טרי, אדום-אדום",מותר
8621,23200249,"בשר עגל, כתף לקדירה טרי, אדום אדום",3,0,0,0,19.7,10.1,0,170,0,68.2,0,22.5,0.93,23.5,207.5,308.7,328,4.02,0.12,0,0,0.5,0,0.09,0.3,6.33,0.4,12.3,0,1.71,66,6.3,0,0,0,0,0.019,0.344,2.104,1.301,3.214,0.574,0.057,0.134,0,0.421,0,0,0,0,0,3.71,0.78,0,0,0,0,0.97,1.568,1.089,1.623,0.861,0.46,0.795,0.199,0.715,0.628,1.158,0.222,0.738,8.8,1.45,0,8.3,0,82.5,0,0,0,0,09/02/2022 12:26:55:7,"בשר עגל, כתף לקדירה טרי, אדום אדום",מותר
8622,23200219,"בשר עגל, אווזית טרי, אדום אדום",3,0,0,0,21.2,1.7,0,99,0,75.1,0,12.7,2.04,20.5,211.4,363.4,300,5.27,0.08,2.1,0,0.1,0,0.08,0.17,4.76,0.55,2.9,0,2.21,22.3,0.7,0,0,0,0,0,0.043,0.386,0.251,0.799,0.09,0.002,0.017,0,0.061,0,0.001,0.001,0,0,0.89,0.11,0.04,0,0.09,0,0.929,1.755,0.981,1.907,0.96,0.618,0.827,0.243,0.699,0.751,1.425,0.225,0.833,0.53,0.64,0,23,0,67.3,0,0,0,0,09/02/2022 12:25:35:287,"בשר עגל, אווזית טרי, אדום אדום",מותר
8623,21100309,"בשר בקר, צ'אך, אדום אדום",3,0,0,0,20,0,0.3,95,0,77.7,0,12.1,1.95,19.6,202.4,348,162,5.05,0.08,0,0,0,0,0.08,0.16,4.56,0.53,2.8,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876,1.655,0.925,1.799,0.906,0.583,0.78,0.229,0.66,0.709,1.345,0.213,0.786,0,0.62,0,22,0,64.5,0,0,0,0,09/02/2022 12:13:25:81,"בשר בקר, צ'אך, אדום אדום",מותר
8624,24113019,"בשר עוף, חזה עוף בציפויים שונים, מאמא עוף",3,0,0,0,14,13.5,21.5,264,0,49,1.3,19.5,1,28.6,280.4,291.8,450,0.96,0.09,0,0,0.9,0.3,0.12,0.17,7.62,0.27,6.9,0,0.34,26,2.5,0.001,0,0.001,0.001,0.001,0.034,2.006,0.671,4.769,4.068,0.241,0.033,0.001,0.323,0.011,0.06,0.001,0.001,0.001,5.16,4.37,0.22,1.2,0,0,0.784,1.373,0.626,0.939,0.529,0.285,0.499,0.175,0.413,0.315,0.764,0.159,0.511,6.41,0,0,20.6,0,44.2,0,0,0,0,0,"בשר עוף, חזה עוף בציפויים שונים, מאמא עוף",מותר
8625,24113009,"בשר עוף, חזה/פילה בתיבול גריל/ על האש 2.5-3% שומן, מאמא עוף",3,0,0,0,23,2.8,3.9,105,0,68.3,0,28.2,3.04,26.6,247.5,423,650,6.55,0.1,2,0,0,0,0.07,0.24,6.62,0.51,11,0,3.35,30,1.06,0,0,0,0,0.002,0.083,0.599,0.331,0.165,0.059,0.009,0.005,0,0.101,0,0.009,0,0,0,1.24,0.07,0.01,0,0.17,0,1.017,1.794,1.131,1.906,0.891,0.592,0.897,0.17,0.747,0.707,1.498,0.237,0.922,0.25,0.78,0,23.5,0,88.4,0,0,0,0,09/02/2022 12:27:41:75,"בשר עוף, חזה/פילה בתיבול גריל/ על האש 2.5-3% שומן, מאמא עוף",מותר
8626,24124119,"שניצל עוף, אפוי ביתי/דגנים, מאמא עוף",3,0,0,0,15.5,3,18.5,167,0,57.7,1.2,8.5,0.61,24.2,146.6,191,525,0.78,0.07,0,0,0.4,0,0.15,0.16,4.75,0.33,28.6,0,0.08,3.5,9.9,0,0,0,0.013,0.003,0.008,0.335,0.099,0.479,0.337,0.016,0.035,0.003,0.081,0,0.008,0.002,0,0.005,0.72,0.49,0,0.5,0,5.2,0.1,0.191,0.118,0.083,0.083,0.048,0.136,0.035,0.063,0.083,0.119,0.056,0.138,0.2,0.22,0,26.2,0,44.9,0,0.3,0,0,0,"שניצל עוף, אפוי ביתי/דגנים, מאמא עוף",מותר
8627,27341309,"בשר עוף, כדורוני/אצבעות תירס ועוף, מאמא עוף",2,0,0,0,9.5,7,22,185,0,59.5,1.8,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בשר עוף, כדורוני/אצבעות תירס ועוף, מאמא עוף",מותר
8628,58106139,"פיצה משפחתית, גבינה בתוספת זיתים, מעדנות",3,0,0,0,9.4,8.4,27.1,222,0,52.2,1.5,152,0.67,16.1,103.6,176.4,648,0.69,0.09,99.4,131,1.2,1.4,0.19,0.11,1.05,0.06,37.5,0,0.13,13,3.2,0.111,0.038,0.044,0.1,0.111,0.368,1.552,0.635,2.704,1.902,0.241,0.007,0,0.089,0,0.011,0,0,0,2.83,2.17,0,0,0,10.7,0.426,0.847,0.512,0.624,0.322,0.236,0.444,0.045,0.241,0.385,0.365,0.111,0.521,7.39,0.52,0,12,0,7.2,0,0.2,0,0,26/10/2017 11:41:14:77,"פיצה משפחתית, גבינה בתוספת זיתים, מעדנות",אסור
8630,58124339,"בורקס גבינה, רגיל/מיני, קפוא, מעדנות",3,0,0,0,6.3,14.5,33.2,289,0,45,0.7,26.6,0.4,10.8,66.6,74.2,450,0.46,0.05,613.1,94,0.8,0.8,0.04,0.07,0.4,0.02,9.1,0,0.06,3,7.3,0.181,0.088,0.059,0.13,0.131,0.586,2.562,1.251,5,2.66,0.187,0,0,0.148,0,0,0,0,0,5.23,2.85,0.07,3,0,0,0.271,0.527,0.316,0.421,0.227,0.138,0.308,0.042,0.182,0.245,0.296,0.099,0.318,10.76,0.19,0,12,0,6.5,0,0.2,0,0,10/08/2021 16:51:06:34,"בורקס גבינה, רגיל/מיני, קפוא, מעדנות",אסור
8631,58124329,"בורקס תפוחי אדמה, רגיל/מיני, קפוא, מעדנות",3,0,0,0,4.1,15.7,32.7,288,0,47.5,1.5,17.9,0.45,14.3,48.8,148.4,315,0.3,0.06,371.3,72,1.1,7.2,0.1,0.02,0.73,0.11,14.7,0,0,0,7.3,0.087,0.052,0.03,0.067,0.076,0.287,2.034,0.986,4.455,4.678,0.487,0,0,0.06,0,0.012,0,0,0,4.57,5.17,0.03,4.6,0,0.8,0.128,0.233,0.148,0.109,0.103,0.061,0.181,0.045,0.078,0.109,0.198,0.074,0.172,20.3,0.29,0,10.2,0,7.9,0,0.3,0.1,0,0,"בורקס תפוחי אדמה, רגיל/מיני, קפוא, מעדנות",אסור
8632,58124349,"בורקיטס גבינה, קפוא, מעדנות",2,0,0,0,6,17.5,30.4,303,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/08/2021 15:35:41:157,"בורקיטס גבינה, קפוא, מעדנות",מותר
8633,58131309,"כיסוני בשר, אמפנדס בשר, קפוא, מעדנות, תנובה",3,0,0,0,6.3,16.1,28.8,285,0,45.5,1.3,21.6,1.04,17.8,82.7,170.6,504,1.2,0.11,542.8,196,0.9,5.1,0.07,0.05,1.42,0.13,18.7,0,0.46,8,9.7,0.128,0.076,0.044,0.099,0.114,0.513,2.89,1.521,5.143,3.316,0.259,0.006,0,0.206,0,0.013,0,0,0,6.54,3.58,0.06,2.1,0,9.3,0.306,0.558,0.344,0.423,0.259,0.161,0.341,0.069,0.208,0.235,0.435,0.118,0.344,46.7,0.32,0,13.9,0,17.3,0,0.3,0,0,0,"כיסוני בשר, אמפנדס בשר, קפוא, מעדנות, תנובה",מותר
8634,58124379,"בורקס פילו גבינה, קפוא, מעדנות",2,0,0,0,5.8,12.5,29.5,254,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/08/2021 17:01:17:967,"בורקס פילו גבינה, קפוא, מעדנות",אסור
8635,58124319,"בורקס פילו בולגרית, קפוא, מעדנות",3,0,0,0,5.9,15.3,30.9,285,0,46.1,1.1,36.8,0.47,13.4,72.8,114.7,587,0.38,0.06,46.5,3,2.2,4,0.09,0.06,0.71,0.06,11.8,0,0.07,5,2,0.033,0.008,0.008,0.019,0.017,0.094,1.111,0.474,7.67,3.739,1.215,0,0,0.051,0,0.151,0,0,0,7.88,4.95,0.02,0.7,0,6.7,0.249,0.474,0.302,0.309,0.206,0.124,0.306,0.047,0.151,0.228,0.265,0.095,0.309,13.83,0.32,0,13.1,0,9.3,0,0.2,0,0,0,"בורקס פילו בולגרית, קפוא, מעדנות",אסור
8636,58124419,"בורקס פילו תפוחי אדמה, קפוא, מעדנות",3,0,0,0,4.2,11.4,32,247,0,44.8,1.5,17.5,0.5,15.9,52.2,153.2,385,0.31,0.07,0,6,1.9,5.9,0.1,0.07,0.76,0.09,14.3,0,0,0,1.02,0,0,0,0,0,0.001,0.621,0.262,6.461,2.627,0.995,0,0,0.021,0,0.134,0,0,0,6.62,3.62,0,2.5,0,0.6,0.231,0.396,0.265,0.221,0.185,0.123,0.294,0.069,0.123,0.182,0.286,0.123,0.302,11.46,0.29,0,11.7,0,7.6,0,0.3,0,0,0,"בורקס פילו תפוחי אדמה, קפוא, מעדנות",אסור
8639,58124389,"בורקס פילו פיטריות, קפוא, מעדנות",3,0,0,0,4.4,17.2,30.6,295,0,43.2,2.1,25.1,0.64,18.3,68.8,197.4,463,0.48,0.12,0,1,2.8,7.7,0.12,0.02,0.97,0.15,20.8,0,0,0,1.48,0,0,0,0,0.001,0,0.909,0.408,9.744,4.021,1.515,0,0,0.032,0,0.202,0,0,0,9.98,5.54,0.04,2.9,0,0.1,0.145,0.262,0.179,0.124,0.12,0.068,0.199,0.053,0.09,0.121,0.223,0.081,0.194,15.04,0.44,0,11.8,0,12.3,0,0.3,0,0,0,"בורקס פילו פיטריות, קפוא, מעדנות",אסור
8641,58124479,"בורקס פילו תרד, קפוא, מעדנות",3,0,0,0,4.8,17.7,30,299,0,41.1,2.6,64.6,0.95,35.5,77.1,286,571,0.52,0.12,0,1518,3.5,9.6,0.12,0.07,0.7,0.22,50,0,0,0,1.6,0,0,0,0,0,0,1.004,0.431,9.381,4.338,1.573,0,0,0.03,0,0.192,0,0,0,9.6,5.91,0,4,0,126.5,0.168,0.288,0.18,0.148,0.13,0.079,0.213,0.058,0.096,0.136,0.277,0.095,0.216,129.51,0.32,0,12.1,0,14.9,0,0.4,0,0,01/09/2021 13:03:32:713,"בורקס פילו תרד, קפוא, מעדנות",אסור
8643,58127479,"בצק עלים חמאה, מעדנות",3,0,0,0,6.5,14.9,41.7,327,0,29,1.6,15.5,0.71,14.3,69.9,69.3,390,0.46,0.09,457,29,0.5,0,0.07,0.02,0.76,0.02,14.7,0,0.03,47,11.4,0.59,0.367,0.218,0.463,0.473,1.36,4.057,1.833,3.703,0.735,0.071,0,0,0.176,0,0.018,0,0,0,3.9,0.81,0.27,0.8,0,125.1,0.215,0.428,0.25,0.137,0.169,0.11,0.314,0.077,0.139,0.188,0.251,0.132,0.311,1.47,0.26,0,20.6,0,10,0,0.4,0,0,0,"בצק עלים חמאה, מעדנות",אסור
8644,58127539,"בצק פריך, מתוק, מרודד למאפים מתוקים, מעדנות, אפוי",3,0,0,0,4.7,23.2,51.6,434,0,19.7,1.2,8.1,0.55,10.5,49.8,50.3,239,0.32,0.07,1010.6,172,1.4,0,0.05,0.02,0.58,0.02,10.8,0,0,0,13.9,0.238,0.141,0.082,0.184,0.206,0.776,3.857,2.026,8.762,5.014,0.328,0,0,0.164,0,0,0,0,0,9.03,5.34,0.08,14.1,0,0,0.164,0.327,0.191,0.105,0.129,0.084,0.239,0.058,0.106,0.144,0.192,0.101,0.237,20.17,0.2,0,15.7,0,4.8,0,0.3,0,0,01/11/2017 15:35:30:063,"בצק פריך, מתוק, מרודד למאפים מתוקים, מעדנות, אפוי",אסור
8645,58127529,"בצק פריך, מלוח, מרודד למאפים מלוחים, מעדנות, אפוי",3,0,0,0,5,24,46.3,421,0,21.5,1.4,10.7,0.66,12.3,55.1,60.3,618,0.36,0.08,1033.5,176,1.5,0,0.06,0.02,0.63,0.02,13.4,0,0,0,14.3,0.243,0.144,0.084,0.188,0.211,0.794,3.95,2.072,8.963,5.14,0.336,0,0,0.168,0,0,0,0,0,9.24,5.48,0.09,0.3,0,0,0.179,0.357,0.209,0.115,0.141,0.092,0.261,0.064,0.116,0.157,0.21,0.11,0.259,20.64,0.22,0,17,0,5.2,0,0.3,0,0,0,"בצק פריך, מלוח, מרודד למאפים מלוחים, מעדנות, אפוי",אסור
8646,58127549,"בצק שמרים, מרודד למאפים מתוקים, מעדנות, אפוי",3,0,0,0,5.2,25,37.7,397,0,28.2,2.1,8,0.47,10,64.1,80.4,299,0.61,0.07,882.1,150,1.7,0,0.58,0.21,2.37,0.09,124.2,0,0,0,13.6,0.208,0.123,0.071,0.16,0.183,0.677,3.907,2,8.861,6.872,0.622,0,0,0.257,0,0.012,0,0,0,9.22,7.49,0.07,14.2,0,0,0.201,0.357,0.239,0.231,0.183,0.084,0.242,0.065,0.114,0.149,0.225,0.09,0.253,26.74,0.8,0,10.6,0,4.7,0,0.2,0,0,0,"בצק שמרים, מרודד למאפים מתוקים, מעדנות, אפוי",אסור
8647,92530209,"משקה קל תפוזים/אשכוליות, פריגת",3,0,0,0,0,0,9,37,0,89,0,1.7,0,0.6,0,17.4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"משקה קל תפוזים/אשכוליות, פריגת",מותר
8648,61210019,"מיץ תפוזים 100% הוכן מרכז טבעי, פריגת",3,0,0,0,1,0,11,45,0,86,0.2,12.1,0.22,12.1,18.7,220.2,10,0.05,0.05,0,0,0,55,0.1,0.03,0.44,0.04,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0.011,0.019,0.016,0.013,0.011,0.004,0.013,0,0.004,0.006,0.067,0.007,0.019,0,0.21,0,0.1,0,6.8,0,0,0,0,0,"מיץ תפוזים 100% הוכן מרכז טבעי, פריגת",מותר
8649,92511039,"משקה, לימונדה סחוט, פריגת ",3,0,0,0,0,0,11,44,0,87,0,2.1,0,0.7,0,21.3,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/01/2022 09:45:34:963,"משקה, לימונדה סחוט, פריגת ",מותר
8651,64215009,"נקטר עגבניות, פריגת",3,0,0,0,0.5,0,5.5,24,0,92.5,0.6,13.8,0.54,15.2,26.3,299.9,240,0.15,0.06,0,0,0,8,0.14,0.11,0.93,0.1,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,9.4,0,0.1,2.3,0,0,"נקטר עגבניות, פריגת",מותר
8652,92510629,משקה קל דיאט אשכולית,3,0,0,0,0,0,2,8,0,96,0,0.4,0,0.1,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,משקה קל דיאט אשכולית,מותר
8656,42110009,"אגוזים קלויים ומומלחים, תערובת ",2,0,0,0,18.6,51.8,25.9,639,0,1.7,0,120,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.524,0.95,1.098,0.858,0.771,0.31,1.296,0.241,0.627,0.862,3.252,0.316,1.281,0,0,0,0,0,0,0,0,0,0,0,"אגוזים קלויים ומומלחים, תערובת ",מותר
8658,42104229,"אגוזי קשיו, מסוכרים",3,0,0,0,15.8,37.5,42.5,571,0,2.2,3.4,45.1,6.25,279,542.6,654.2,18,5.5,2.09,0,0,0.7,0.4,0.37,0.23,1.79,0.33,26.1,0,0,0,7.5,0,0,0.013,0.013,0.013,0.013,3.347,2.756,20.113,6.655,0.053,0,0,0.117,0,0.118,0,0,0,20.35,6.71,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,0,0,20.9,0,62.7,0,0,0,0,0,"אגוזי קשיו, מסוכרים",מותר
8660,91705409,"שוקולד לבן, כרמית",3,0,0,0,5.3,32.8,60,557,0,0.8,0,182.7,0.12,17,155,266.8,82,0.67,0.02,0,11,0.6,1.7,0.06,0.25,0.13,0.06,7.4,0,0.65,19.4,20.04,0.173,0.048,0.054,0.119,0.123,0.563,1.503,0.57,1.237,0.092,0.041,0,0,0.239,0,0,0,0,0,10.79,0.97,2.1,59.5,0,51.5,0.318,0.515,0.352,0.417,0.237,0.132,0.254,0.074,0.143,0.254,0.19,0.049,0.286,7.35,0.45,0,3.6,0,23.9,0,0,0,0,0,"שוקולד לבן, כרמית",אסור
8662,91611019,"קרחון, חטיפי הקפאה, איגלו, כרמית",3,0,0,0,0,0,13.7,52,0,85,0,7.2,0.01,2.8,0,0.6,3.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,"קרחון, חטיפי הקפאה, איגלו, כרמית",מותר
8663,91745109,"סוכריות על מקל במילוי טופי, יופיטופי, טעמים, כרמית",2,0,0,0,0,0,88,352,0,9.6,0.4,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31/10/2018 13:21:40:52,"סוכריות על מקל במילוי טופי, יופיטופי, טעמים, כרמית",מותר
8664,53106020,"עוגת שיש, מוכנה לאכילה, תערובת, פילסברי",2,0,0,0,5,20,50,377,0,23,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עוגת שיש, מוכנה לאכילה, תערובת, פילסברי",מותר
8666,53106010,"כדורי שוקולד, מוכן לאכילה, הוכן מתערובת, פילסברי",2,0,0,0,5.2,11.5,59.6,345,0,21.6,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/11/2018 11:43:37:227,"כדורי שוקולד, מוכן לאכילה, הוכן מתערובת, פילסברי",אסור
8670,53106030,"עוגת שוקולד, מוכנה לאכילה,תערובת, פילסברי",2,0,0,0,6.7,20,48.3,380,0,23,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עוגת שוקולד, מוכנה לאכילה,תערובת, פילסברי",אסור
8673,53231629,ופלים מקמח חיטה מלאה בטעם שוקולד,2,0,0,0,5.9,27.2,61,512,0,0,4.5,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/10/2017 15:28:17:837,ופלים מקמח חיטה מלאה בטעם שוקולד,אסור
8674,53242079,"ופל בטעם לימון, מן",3,0,0,0,3,29,66,541,0,0,0.6,25.6,3.53,15.1,68.2,110.8,47,0.41,0.06,1.2,0,3.1,0,0.04,0.11,2.07,0.04,0.9,0,0,0,24,0.007,0.005,0.065,0.06,0.664,0.472,11.264,2.119,9.495,3.186,0.115,0.002,0,0.039,0,0.06,0,0.001,0,9.6,3.31,0,41.1,0,0,0.106,0.202,0.132,0.082,0.089,0.049,0.15,0,0.064,0.095,0.13,0.059,0.146,2.62,0.37,0,3.5,0,1.1,0,0.4,0,0,0,"ופל בטעם לימון, מן",מותר
8677,14104199,"גבינה בולגרית למריחה 5% שומן, גד",3,0,0,0,12,5,8,125,0,73,0,320,0.1,11,219.3,143.4,750,0.55,0.04,162.8,14,0.1,0,0.04,0.22,0.14,0.06,16.6,0,0.59,15,3.3,0.127,0.029,0.027,0.074,0.081,0.306,0.905,0.401,0.83,0.122,0.02,0,0,0.055,0,0,0,0,0,0.9,0.14,0.12,6.3,0,0,0.638,1.204,0.807,1.008,0.54,0.29,0.623,0,0.352,0.652,0.536,0.071,0.69,0,0.77,0,13.4,0,25.4,0,0,0,0,0,"גבינה בולגרית למריחה 5% שומן, גד",מותר
8678,14104559,"גבינה בולגרית מעודנת, פרוסות, 5% שומן, גד",3,0,0,0,13,5,6,121,0,74,0,320,0.09,10.5,208.3,136.3,1635,0.52,0.04,162.8,14,0.1,0,0.04,0.21,0.13,0.06,15.7,0,0.56,15,3.5,0.127,0.029,0.027,0.074,0.081,0.306,0.905,0.401,0.83,0.122,0.02,0,0,0.055,0,0,0,0,0,0.9,0.14,0.12,4.7,0,0,0.691,1.305,0.874,1.092,0.585,0.314,0.675,0,0.381,0.706,0.581,0.077,0.747,0,0.73,0,12.7,0,24.1,0,0,0,0,0,"גבינה בולגרית מעודנת, פרוסות, 5% שומן, גד",מותר
